date,habit_name,completed,day_type
2022-10-24,Meditation,0,Weekday
2022-10-25,Deep Work,1,Weekday
2022-10-25,Morning Run,1,Weekday
2022-10-25,Meditation,0,Weekday
2022-10-26,Deep Work,0,Weekday
2022-10-26,Morning Run,0,Weekday
2022-10-26,Meditation,0,Weekday
2022-10-27,Deep Work,0,Weekday
2022-10-27,Morning Run,1,Weekday
2022-10-27,Meditation,0,Weekday
2022-10-28,Deep Work,1,Weekday
2022-10-28,Morning Run,1,Weekday
2022-10-28,Meditation,1,Weekday
2022-10-29,Deep Work,1,Weekend
2022-10-29,Morning Run,0,Weekend
2022-10-29,Meditation,0,Weekend
2022-10-30,Deep Work,0,Weekend
2022-10-30,Morning Run,0,Weekend
2022-10-30,Meditation,0,Weekend
2022-10-31,Deep Work,1,Weekday
2022-10-31,Morning Run,0,Weekday
2022-10-31,Meditation,1,Weekday
2022-11-01,Deep Work,1,Weekday
2022-11-01,Morning Run,1,Weekday
2022-11-01,Meditation,1,Weekday
2022-11-02,Deep Work,1,Weekday
2022-11-02,Morning Run,1,Weekday
2022-11-02,Meditation,1,Weekday
2022-11-03,Deep Work,1,Weekday
2022-11-03,Morning Run,1,Weekday
2022-11-03,Meditation,1,Weekday
2022-11-04,Deep Work,1,Weekday
2022-11-04,Morning Run,0,Weekday
2022-11-04,Meditation,0,Weekday
2022-11-05,Deep Work,0,Weekend
2022-11-05,Morning Run,0,Weekend
2022-11-05,Meditation,0,Weekend
2022-11-06,Deep Work,0,Weekend
2022-11-06,Morning Run,1,Weekend
2022-11-06,Meditation,0,Weekend
2022-11-07,Deep Work,1,Weekday
2022-11-07,Morning Run,0,Weekday
2022-11-07,Meditation,0,Weekday
2022-11-08,Deep Work,1,Weekday
2022-11-08,Morning Run,1,Weekday
2022-11-08,Meditation,1,Weekday
2022-11-09,Deep Work,1,Weekday
2022-11-09,Morning Run,0,Weekday
2022-11-09,Meditation,1,Weekday
2022-11-10,Deep Work,1,Weekday
2022-11-10,Morning Run,0,Weekday
2022-11-10,Meditation,1,Weekday
2022-11-11,Deep Work,1,Weekday
2022-11-11,Morning Run,0,Weekday
2022-11-11,Meditation,1,Weekday
2022-11-12,Deep Work,1,Weekend
2022-11-12,Morning Run,0,Weekend
2022-11-12,Meditation,0,Weekend
2022-11-13,Deep Work,1,Weekend
2022-11-13,Morning Run,0,Weekend
2022-11-13,Meditation,1,Weekend
2022-11-14,Deep Work,0,Weekday
2022-11-14,Morning Run,1,Weekday
2022-11-14,Meditation,1,Weekday
2022-11-15,Deep Work,1,Weekday
2022-11-15,Morning Run,0,Weekday
2022-11-15,Meditation,1,Weekday
2022-11-16,Deep Work,1,Weekday
2022-11-16,Morning Run,1,Weekday
2022-11-16,Meditation,1,Weekday
2022-11-17,Deep Work,0,Weekday
2022-11-17,Morning Run,0,Weekday
2022-11-17,Meditation,1,Weekday
2022-11-18,Deep Work,0,Weekday
2022-11-18,Morning Run,0,Weekday
2022-11-18,Meditation,0,Weekday
2022-11-19,Deep Work,0,Weekend
2022-11-19,Morning Run,0,Weekend
2022-11-19,Meditation,0,Weekend
2022-11-20,Deep Work,0,Weekend
2022-11-20,Morning Run,0,Weekend
2022-11-20,Meditation,1,Weekend
2022-11-21,Deep Work,1,Weekday
2022-11-21,Morning Run,1,Weekday
2022-11-21,Meditation,0,Weekday
2022-11-22,Deep Work,1,Weekday
2022-11-22,Morning Run,0,Weekday
2022-11-22,Meditation,1,Weekday
2022-11-23,Deep Work,1,Weekday
2022-11-23,Morning Run,0,Weekday
2022-11-23,Meditation,1,Weekday
2022-11-24,Deep Work,1,Weekday
2022-11-24,Morning Run,1,Weekday
2022-11-24,Meditation,0,Weekday
2022-11-25,Deep Work,1,Weekday
2022-11-25,Morning Run,0,Weekday
2022-11-25,Meditation,1,Weekday
2022-11-26,Deep Work,1,Weekend
2022-11-26,Morning Run,1,Weekend
2022-11-26,Meditation,1,Weekend
2022-11-27,Deep Work,1,Weekend
2022-11-27,Morning Run,1,Weekend
2022-11-27,Meditation,0,Weekend
2022-11-28,Deep Work,1,Weekday
2022-11-28,Morning Run,1,Weekday
2022-11-28,Meditation,0,Weekday
2022-11-29,Deep Work,1,Weekday
2022-11-29,Morning Run,1,Weekday
2022-11-29,Meditation,1,Weekday
2022-11-30,Deep Work,1,Weekday
2022-11-30,Morning Run,0,Weekday
2022-11-30,Meditation,0,Weekday
2022-12-01,Deep Work,1,Weekday
2022-12-01,Morning Run,0,Weekday
2022-12-01,Meditation,1,Weekday
2022-12-02,Deep Work,0,Weekday
2022-12-02,Morning Run,1,Weekday
2022-12-02,Meditation,0,Weekday
2022-12-03,Deep Work,1,Weekend
2022-12-03,Morning Run,0,Weekend
2022-12-03,Meditation,0,Weekend
2022-12-04,Deep Work,1,Weekend
2022-12-04,Morning Run,0,Weekend
2022-12-04,Meditation,0,Weekend
2022-12-05,Deep Work,1,Weekday
2022-12-05,Morning Run,0,Weekday
2022-12-05,Meditation,1,Weekday
2022-12-06,Deep Work,0,Weekday
2022-12-06,Morning Run,1,Weekday
2022-12-06,Meditation,1,Weekday
2022-12-07,Deep Work,1,Weekday
2022-12-07,Morning Run,0,Weekday
2022-12-07,Meditation,1,Weekday
2022-12-08,Deep Work,1,Weekday
2022-12-08,Morning Run,0,Weekday
2022-12-08,Meditation,1,Weekday
2022-12-09,Deep Work,1,Weekday
2022-12-09,Morning Run,0,Weekday
2022-12-09,Meditation,0,Weekday
2022-12-10,Deep Work,1,Weekend
2022-12-10,Morning Run,0,Weekend
2022-12-10,Meditation,0,Weekend
2022-12-11,Deep Work,0,Weekend
2022-12-11,Morning Run,0,Weekend
2022-12-11,Meditation,0,Weekend
2022-12-12,Deep Work,1,Weekday
2022-12-12,Morning Run,0,Weekday
2022-12-12,Meditation,1,Weekday
2022-12-13,Deep Work,1,Weekday
2022-12-13,Morning Run,1,Weekday
2022-12-13,Meditation,0,Weekday
2022-12-14,Deep Work,0,Weekday
2022-12-14,Morning Run,1,Weekday
2022-12-14,Meditation,0,Weekday
2022-12-15,Deep Work,1,Weekday
2022-12-15,Morning Run,1,Weekday
2022-12-15,Meditation,0,Weekday
2022-12-16,Deep Work,0,Weekday
2022-12-16,Morning Run,1,Weekday
2022-12-16,Meditation,1,Weekday
2022-12-17,Deep Work,1,Weekend
2022-12-17,Morning Run,1,Weekend
2022-12-17,Meditation,0,Weekend
2022-12-18,Deep Work,1,Weekend
2022-12-18,Morning Run,0,Weekend
2022-12-18,Meditation,0,Weekend
2022-12-19,Deep Work,0,Weekday
2022-12-19,Morning Run,1,Weekday
2022-12-19,Meditation,0,Weekday
2022-12-20,Deep Work,1,Weekday
2022-12-20,Morning Run,1,Weekday
2022-12-20,Meditation,1,Weekday
2022-12-21,Deep Work,0,Weekday
2022-12-21,Morning Run,0,Weekday
2022-12-21,Meditation,0,Weekday
2022-12-22,Deep Work,1,Weekday
2022-12-22,Morning Run,1,Weekday
2022-12-22,Meditation,1,Weekday
2022-12-23,Deep Work,1,Weekday
2022-12-23,Morning Run,1,Weekday
2022-12-23,Meditation,1,Weekday
2022-12-24,Deep Work,0,Weekend
2022-12-24,Morning Run,0,Weekend
2022-12-24,Meditation,0,Weekend
2022-12-25,Deep Work,1,Weekend
2022-12-25,Morning Run,0,Weekend
2022-12-25,Meditation,0,Weekend
2022-12-26,Deep Work,1,Weekday
2022-12-26,Morning Run,1,Weekday
2022-12-26,Meditation,0,Weekday
2022-12-27,Deep Work,1,Weekday
2022-12-27,Morning Run,0,Weekday
2022-12-27,Meditation,1,Weekday
2022-12-28,Deep Work,1,Weekday
2022-12-28,Morning Run,1,Weekday
2022-12-28,Meditation,1,Weekday
2022-12-29,Deep Work,0,Weekday
2022-12-29,Morning Run,1,Weekday
2022-12-29,Meditation,1,Weekday
2022-12-30,Deep Work,1,Weekday
2022-12-30,Morning Run,0,Weekday
2022-12-30,Meditation,1,Weekday
2022-12-31,Deep Work,1,Weekend
2022-12-31,Morning Run,0,Weekend
2022-12-31,Meditation,0,Weekend
2023-01-01,Deep Work,1,Weekend
2023-01-01,Morning Run,1,Weekend
2023-01-01,Meditation,0,Weekend
2023-01-02,Deep Work,1,Weekday
2023-01-02,Morning Run,1,Weekday
2023-01-02,Meditation,1,Weekday
2023-01-03,Deep Work,1,Weekday
2023-01-03,Morning Run,1,Weekday
2023-01-03,Meditation,0,Weekday
2023-01-04,Deep Work,1,Weekday
2023-01-04,Morning Run,0,Weekday
2023-01-04,Meditation,1,Weekday
2023-01-05,Deep Work,1,Weekday
2023-01-05,Morning Run,0,Weekday
2023-01-05,Meditation,0,Weekday
2023-01-06,Deep Work,1,Weekday
2023-01-06,Morning Run,1,Weekday
2023-01-06,Meditation,0,Weekday
2023-01-07,Deep Work,1,Weekend
2023-01-07,Morning Run,1,Weekend
2023-01-07,Meditation,1,Weekend
2023-01-08,Deep Work,0,Weekend
2023-01-08,Morning Run,1,Weekend
2023-01-08,Meditation,0,Weekend
2023-01-09,Deep Work,1,Weekday
2023-01-09,Morning Run,1,Weekday
2023-01-09,Meditation,1,Weekday
2023-01-10,Deep Work,1,Weekday
2023-01-10,Morning Run,0,Weekday
2023-01-10,Meditation,1,Weekday
2023-01-11,Deep Work,1,Weekday
2023-01-11,Morning Run,0,Weekday
2023-01-11,Meditation,1,Weekday
2023-01-12,Deep Work,1,Weekday
2023-01-12,Morning Run,1,Weekday
2023-01-12,Meditation,1,Weekday
2023-01-13,Deep Work,1,Weekday
2023-01-13,Morning Run,0,Weekday
2023-01-13,Meditation,0,Weekday
2023-01-14,Deep Work,0,Weekend
2023-01-14,Morning Run,1,Weekend
2023-01-14,Meditation,0,Weekend
2023-01-15,Deep Work,0,Weekend
2023-01-15,Morning Run,0,Weekend
2023-01-15,Meditation,1,Weekend
2023-01-16,Deep Work,1,Weekday
2023-01-16,Morning Run,1,Weekday
2023-01-16,Meditation,1,Weekday
2023-01-17,Deep Work,1,Weekday
2023-01-17,Morning Run,1,Weekday
2023-01-17,Meditation,1,Weekday
2023-01-18,Deep Work,1,Weekday
2023-01-18,Morning Run,0,Weekday
2023-01-18,Meditation,1,Weekday
2023-01-19,Deep Work,1,Weekday
2023-01-19,Morning Run,1,Weekday
2023-01-19,Meditation,0,Weekday
2023-01-20,Deep Work,1,Weekday
2023-01-20,Morning Run,0,Weekday
2023-01-20,Meditation,1,Weekday
2023-01-21,Deep Work,1,Weekend
2023-01-21,Morning Run,0,Weekend
2023-01-21,Meditation,1,Weekend
2023-01-22,Deep Work,1,Weekend
2023-01-22,Morning Run,0,Weekend
2023-01-22,Meditation,0,Weekend
2023-01-23,Deep Work,1,Weekday
2023-01-23,Morning Run,0,Weekday
2023-01-23,Meditation,0,Weekday
2023-01-24,Deep Work,1,Weekday
2023-01-24,Morning Run,1,Weekday
2023-01-24,Meditation,1,Weekday
2023-01-25,Deep Work,0,Weekday
2023-01-25,Morning Run,1,Weekday
2023-01-25,Meditation,0,Weekday
2023-01-26,Deep Work,1,Weekday
2023-01-26,Morning Run,1,Weekday
2023-01-26,Meditation,1,Weekday
2023-01-27,Deep Work,1,Weekday
2023-01-27,Morning Run,1,Weekday
2023-01-27,Meditation,0,Weekday
2023-01-28,Deep Work,0,Weekend
2023-01-28,Morning Run,1,Weekend
2023-01-28,Meditation,0,Weekend
2023-01-29,Deep Work,0,Weekend
2023-01-29,Morning Run,0,Weekend
2023-01-29,Meditation,1,Weekend
2023-01-30,Deep Work,1,Weekday
2023-01-30,Morning Run,0,Weekday
2023-01-30,Meditation,0,Weekday
2023-01-31,Deep Work,1,Weekday
2023-01-31,Morning Run,1,Weekday
2023-01-31,Meditation,0,Weekday
2023-02-01,Deep Work,0,Weekday
2023-02-01,Morning Run,0,Weekday
2023-02-01,Meditation,0,Weekday
2023-02-02,Deep Work,1,Weekday
2023-02-02,Morning Run,1,Weekday
2023-02-02,Meditation,1,Weekday
2023-02-03,Deep Work,1,Weekday
2023-02-03,Morning Run,0,Weekday
2023-02-03,Meditation,1,Weekday
2023-02-04,Deep Work,1,Weekend
2023-02-04,Morning Run,0,Weekend
2023-02-04,Meditation,1,Weekend
2023-02-05,Deep Work,1,Weekend
2023-02-05,Morning Run,0,Weekend
2023-02-05,Meditation,0,Weekend
2023-02-06,Deep Work,1,Weekday
2023-02-06,Morning Run,1,Weekday
2023-02-06,Meditation,1,Weekday
2023-02-07,Deep Work,1,Weekday
2023-02-07,Morning Run,0,Weekday
2023-02-07,Meditation,1,Weekday
2023-02-08,Deep Work,1,Weekday
2023-02-08,Morning Run,1,Weekday
2023-02-08,Meditation,0,Weekday
2023-02-09,Deep Work,0,Weekday
2023-02-09,Morning Run,0,Weekday
2023-02-09,Meditation,1,Weekday
2023-02-10,Deep Work,1,Weekday
2023-02-10,Morning Run,1,Weekday
2023-02-10,Meditation,1,Weekday
2023-02-11,Deep Work,1,Weekend
2023-02-11,Morning Run,0,Weekend
2023-02-11,Meditation,0,Weekend
2023-02-12,Deep Work,1,Weekend
2023-02-12,Morning Run,1,Weekend
2023-02-12,Meditation,1,Weekend
2023-02-13,Deep Work,1,Weekday
2023-02-13,Morning Run,1,Weekday
2023-02-13,Meditation,0,Weekday
2023-02-14,Deep Work,0,Weekday
2023-02-14,Morning Run,1,Weekday
2023-02-14,Meditation,0,Weekday
2023-02-15,Deep Work,1,Weekday
2023-02-15,Morning Run,1,Weekday
2023-02-15,Meditation,1,Weekday
2023-02-16,Deep Work,0,Weekday
2023-02-16,Morning Run,0,Weekday
2023-02-16,Meditation,0,Weekday
2023-02-17,Deep Work,1,Weekday
2023-02-17,Morning Run,1,Weekday
2023-02-17,Meditation,0,Weekday
2023-02-18,Deep Work,1,Weekend
2023-02-18,Morning Run,0,Weekend
2023-02-18,Meditation,1,Weekend
2023-02-19,Deep Work,0,Weekend
2023-02-19,Morning Run,1,Weekend
2023-02-19,Meditation,0,Weekend
2023-02-20,Deep Work,1,Weekday
2023-02-20,Morning Run,0,Weekday
2023-02-20,Meditation,0,Weekday
2023-02-21,Deep Work,1,Weekday
2023-02-21,Morning Run,1,Weekday
2023-02-21,Meditation,0,Weekday
2023-02-22,Deep Work,0,Weekday
2023-02-22,Morning Run,1,Weekday
2023-02-22,Meditation,1,Weekday
2023-02-23,Deep Work,0,Weekday
2023-02-23,Morning Run,1,Weekday
2023-02-23,Meditation,1,Weekday
2023-02-24,Deep Work,1,Weekday
2023-02-24,Morning Run,0,Weekday
2023-02-24,Meditation,0,Weekday
2023-02-25,Deep Work,1,Weekend
2023-02-25,Morning Run,1,Weekend
2023-02-25,Meditation,0,Weekend
2023-02-26,Deep Work,0,Weekend
2023-02-26,Morning Run,0,Weekend
2023-02-26,Meditation,1,Weekend
2023-02-27,Deep Work,1,Weekday
2023-02-27,Morning Run,1,Weekday
2023-02-27,Meditation,0,Weekday
2023-02-28,Deep Work,0,Weekday
2023-02-28,Morning Run,0,Weekday
2023-02-28,Meditation,0,Weekday
2023-03-01,Deep Work,1,Weekday
2023-03-01,Morning Run,0,Weekday
2023-03-01,Meditation,1,Weekday
2023-03-02,Deep Work,1,Weekday
2023-03-02,Morning Run,1,Weekday
2023-03-02,Meditation,0,Weekday
2023-03-03,Deep Work,1,Weekday
2023-03-03,Morning Run,0,Weekday
2023-03-03,Meditation,0,Weekday
2023-03-04,Deep Work,0,Weekend
2023-03-04,Morning Run,0,Weekend
2023-03-04,Meditation,0,Weekend
2023-03-05,Deep Work,1,Weekend
2023-03-05,Morning Run,1,Weekend
2023-03-05,Meditation,1,Weekend
2023-03-06,Deep Work,1,Weekday
2023-03-06,Morning Run,1,Weekday
2023-03-06,Meditation,0,Weekday
2023-03-07,Deep Work,0,Weekday
2023-03-07,Morning Run,1,Weekday
2023-03-07,Meditation,1,Weekday
2023-03-08,Deep Work,1,Weekday
2023-03-08,Morning Run,1,Weekday
2023-03-08,Meditation,0,Weekday
2023-03-09,Deep Work,1,Weekday
2023-03-09,Morning Run,0,Weekday
2023-03-09,Meditation,1,Weekday
2023-03-10,Deep Work,1,Weekday
2023-03-10,Morning Run,1,Weekday
2023-03-10,Meditation,0,Weekday
2023-03-11,Deep Work,1,Weekend
2023-03-11,Morning Run,0,Weekend
2023-03-11,Meditation,0,Weekend
2023-03-12,Deep Work,0,Weekend
2023-03-12,Morning Run,1,Weekend
2023-03-12,Meditation,0,Weekend
2023-03-13,Deep Work,0,Weekday
2023-03-13,Morning Run,0,Weekday
2023-03-13,Meditation,0,Weekday
2023-03-14,Deep Work,1,Weekday
2023-03-14,Morning Run,1,Weekday
2023-03-14,Meditation,0,Weekday
2023-03-15,Deep Work,1,Weekday
2023-03-15,Morning Run,1,Weekday
2023-03-15,Meditation,1,Weekday
2023-03-16,Deep Work,1,Weekday
2023-03-16,Morning Run,1,Weekday
2023-03-16,Meditation,1,Weekday
2023-03-17,Deep Work,1,Weekday
2023-03-17,Morning Run,0,Weekday
2023-03-17,Meditation,0,Weekday
2023-03-18,Deep Work,0,Weekend
2023-03-18,Morning Run,1,Weekend
2023-03-18,Meditation,0,Weekend
2023-03-19,Deep Work,1,Weekend
2023-03-19,Morning Run,0,Weekend
2023-03-19,Meditation,1,Weekend
2023-03-20,Deep Work,1,Weekday
2023-03-20,Morning Run,0,Weekday
2023-03-20,Meditation,0,Weekday
2023-03-21,Deep Work,0,Weekday
2023-03-21,Morning Run,1,Weekday
2023-03-21,Meditation,1,Weekday
2023-03-22,Deep Work,1,Weekday
2023-03-22,Morning Run,1,Weekday
2023-03-22,Meditation,0,Weekday
2023-03-23,Deep Work,1,Weekday
2023-03-23,Morning Run,0,Weekday
2023-03-23,Meditation,0,Weekday
2023-03-24,Deep Work,1,Weekday
2023-03-24,Morning Run,0,Weekday
2023-03-24,Meditation,0,Weekday
2023-03-25,Deep Work,1,Weekend
2023-03-25,Morning Run,0,Weekend
2023-03-25,Meditation,0,Weekend
2023-03-26,Deep Work,1,Weekend
2023-03-26,Morning Run,0,Weekend
2023-03-26,Meditation,1,Weekend
2023-03-27,Deep Work,0,Weekday
2023-03-27,Morning Run,0,Weekday
2023-03-27,Meditation,1,Weekday
2023-03-28,Deep Work,1,Weekday
2023-03-28,Morning Run,1,Weekday
2023-03-28,Meditation,0,Weekday
2023-03-29,Deep Work,1,Weekday
2023-03-29,Morning Run,1,Weekday
2023-03-29,Meditation,0,Weekday
2023-03-30,Deep Work,1,Weekday
2023-03-30,Morning Run,1,Weekday
2023-03-30,Meditation,1,Weekday
2023-03-31,Deep Work,0,Weekday
2023-03-31,Morning Run,1,Weekday
2023-03-31,Meditation,0,Weekday
2023-04-01,Deep Work,1,Weekend
2023-04-01,Morning Run,0,Weekend
2023-04-01,Meditation,1,Weekend
2023-04-02,Deep Work,1,Weekend
2023-04-02,Morning Run,1,Weekend
2023-04-02,Meditation,1,Weekend
2023-04-03,Deep Work,1,Weekday
2023-04-03,Morning Run,0,Weekday
2023-04-03,Meditation,0,Weekday
2023-04-04,Deep Work,1,Weekday
2023-04-04,Morning Run,0,Weekday
2023-04-04,Meditation,1,Weekday
2023-04-05,Deep Work,1,Weekday
2023-04-05,Morning Run,1,Weekday
2023-04-05,Meditation,0,Weekday
2023-04-06,Deep Work,1,Weekday
2023-04-06,Morning Run,1,Weekday
2023-04-06,Meditation,1,Weekday
2023-04-07,Deep Work,1,Weekday
2023-04-07,Morning Run,1,Weekday
2023-04-07,Meditation,0,Weekday
2023-04-08,Deep Work,0,Weekend
2023-04-08,Morning Run,1,Weekend
2023-04-08,Meditation,1,Weekend
2023-04-09,Deep Work,0,Weekend
2023-04-09,Morning Run,1,Weekend
2023-04-09,Meditation,0,Weekend
2023-04-10,Deep Work,1,Weekday
2023-04-10,Morning Run,0,Weekday
2023-04-10,Meditation,1,Weekday
2023-04-11,Deep Work,1,Weekday
2023-04-11,Morning Run,0,Weekday
2023-04-11,Meditation,0,Weekday
2023-04-12,Deep Work,0,Weekday
2023-04-12,Morning Run,0,Weekday
2023-04-12,Meditation,0,Weekday
2023-04-13,Deep Work,0,Weekday
2023-04-13,Morning Run,1,Weekday
2023-04-13,Meditation,1,Weekday
2023-04-14,Deep Work,1,Weekday
2023-04-14,Morning Run,1,Weekday
2023-04-14,Meditation,0,Weekday
2023-04-15,Deep Work,0,Weekend
2023-04-15,Morning Run,1,Weekend
2023-04-15,Meditation,1,Weekend
2023-04-16,Deep Work,1,Weekend
2023-04-16,Morning Run,0,Weekend
2023-04-16,Meditation,0,Weekend
2023-04-17,Deep Work,1,Weekday
2023-04-17,Morning Run,1,Weekday
2023-04-17,Meditation,0,Weekday
2023-04-18,Deep Work,1,Weekday
2023-04-18,Morning Run,1,Weekday
2023-04-18,Meditation,1,Weekday
2023-04-19,Deep Work,1,Weekday
2023-04-19,Morning Run,1,Weekday
2023-04-19,Meditation,0,Weekday
2023-04-20,Deep Work,0,Weekday
2023-04-20,Morning Run,1,Weekday
2023-04-20,Meditation,1,Weekday
2023-04-21,Deep Work,1,Weekday
2023-04-21,Morning Run,0,Weekday
2023-04-21,Meditation,1,Weekday
2023-04-22,Deep Work,0,Weekend
2023-04-22,Morning Run,1,Weekend
2023-04-22,Meditation,0,Weekend
2023-04-23,Deep Work,1,Weekend
2023-04-23,Morning Run,0,Weekend
2023-04-23,Meditation,1,Weekend
2023-04-24,Deep Work,1,Weekday
2023-04-24,Morning Run,0,Weekday
2023-04-24,Meditation,1,Weekday
2023-04-25,Deep Work,0,Weekday
2023-04-25,Morning Run,1,Weekday
2023-04-25,Meditation,0,Weekday
2023-04-26,Deep Work,1,Weekday
2023-04-26,Morning Run,0,Weekday
2023-04-26,Meditation,1,Weekday
2023-04-27,Deep Work,1,Weekday
2023-04-27,Morning Run,1,Weekday
2023-04-27,Meditation,1,Weekday
2023-04-28,Deep Work,1,Weekday
2023-04-28,Morning Run,0,Weekday
2023-04-28,Meditation,0,Weekday
2023-04-29,Deep Work,1,Weekend
2023-04-29,Morning Run,1,Weekend
2023-04-29,Meditation,0,Weekend
2023-04-30,Deep Work,0,Weekend
2023-04-30,Morning Run,0,Weekend
2023-04-30,Meditation,1,Weekend
2023-05-01,Deep Work,1,Weekday
2023-05-01,Morning Run,0,Weekday
2023-05-01,Meditation,0,Weekday
2023-05-02,Deep Work,1,Weekday
2023-05-02,Morning Run,1,Weekday
2023-05-02,Meditation,0,Weekday
2023-05-03,Deep Work,1,Weekday
2023-05-03,Morning Run,1,Weekday
2023-05-03,Meditation,0,Weekday
2023-05-04,Deep Work,1,Weekday
2023-05-04,Morning Run,1,Weekday
2023-05-04,Meditation,1,Weekday
2023-05-05,Deep Work,1,Weekday
2023-05-05,Morning Run,1,Weekday
2023-05-05,Meditation,0,Weekday
2023-05-06,Deep Work,1,Weekend
2023-05-06,Morning Run,0,Weekend
2023-05-06,Meditation,0,Weekend
2023-05-07,Deep Work,1,Weekend
2023-05-07,Morning Run,0,Weekend
2023-05-07,Meditation,1,Weekend
2023-05-08,Deep Work,1,Weekday
2023-05-08,Morning Run,0,Weekday
2023-05-08,Meditation,1,Weekday
2023-05-09,Deep Work,1,Weekday
2023-05-09,Morning Run,1,Weekday
2023-05-09,Meditation,0,Weekday
2023-05-10,Deep Work,1,Weekday
2023-05-10,Morning Run,1,Weekday
2023-05-10,Meditation,0,Weekday
2023-05-11,Deep Work,0,Weekday
2023-05-11,Morning Run,1,Weekday
2023-05-11,Meditation,0,Weekday
2023-05-12,Deep Work,1,Weekday
2023-05-12,Morning Run,1,Weekday
2023-05-12,Meditation,1,Weekday
2023-05-13,Deep Work,1,Weekend
2023-05-13,Morning Run,1,Weekend
2023-05-13,Meditation,0,Weekend
2023-05-14,Deep Work,0,Weekend
2023-05-14,Morning Run,0,Weekend
2023-05-14,Meditation,1,Weekend
2023-05-15,Deep Work,1,Weekday
2023-05-15,Morning Run,1,Weekday
2023-05-15,Meditation,1,Weekday
2023-05-16,Deep Work,1,Weekday
2023-05-16,Morning Run,1,Weekday
2023-05-16,Meditation,1,Weekday
2023-05-17,Deep Work,0,Weekday
2023-05-17,Morning Run,1,Weekday
2023-05-17,Meditation,0,Weekday
2023-05-18,Deep Work,0,Weekday
2023-05-18,Morning Run,0,Weekday
2023-05-18,Meditation,0,Weekday
2023-05-19,Deep Work,1,Weekday
2023-05-19,Morning Run,0,Weekday
2023-05-19,Meditation,0,Weekday
2023-05-20,Deep Work,1,Weekend
2023-05-20,Morning Run,0,Weekend
2023-05-20,Meditation,0,Weekend
2023-05-21,Deep Work,1,Weekend
2023-05-21,Morning Run,1,Weekend
2023-05-21,Meditation,0,Weekend
2023-05-22,Deep Work,0,Weekday
2023-05-22,Morning Run,0,Weekday
2023-05-22,Meditation,0,Weekday
2023-05-23,Deep Work,1,Weekday
2023-05-23,Morning Run,1,Weekday
2023-05-23,Meditation,0,Weekday
2023-05-24,Deep Work,1,Weekday
2023-05-24,Morning Run,0,Weekday
2023-05-24,Meditation,0,Weekday
2023-05-25,Deep Work,0,Weekday
2023-05-25,Morning Run,0,Weekday
2023-05-25,Meditation,1,Weekday
2023-05-26,Deep Work,0,Weekday
2023-05-26,Morning Run,1,Weekday
2023-05-26,Meditation,0,Weekday
2023-05-27,Deep Work,1,Weekend
2023-05-27,Morning Run,0,Weekend
2023-05-27,Meditation,0,Weekend
2023-05-28,Deep Work,1,Weekend
2023-05-28,Morning Run,0,Weekend
2023-05-28,Meditation,0,Weekend
2023-05-29,Deep Work,0,Weekday
2023-05-29,Morning Run,1,Weekday
2023-05-29,Meditation,0,Weekday
2023-05-30,Deep Work,1,Weekday
2023-05-30,Morning Run,0,Weekday
2023-05-30,Meditation,0,Weekday
2023-05-31,Deep Work,1,Weekday
2023-05-31,Morning Run,1,Weekday
2023-05-31,Meditation,0,Weekday
2023-06-01,Deep Work,0,Weekday
2023-06-01,Morning Run,0,Weekday
2023-06-01,Meditation,1,Weekday
2023-06-02,Deep Work,1,Weekday
2023-06-02,Morning Run,1,Weekday
2023-06-02,Meditation,0,Weekday
2023-06-03,Deep Work,0,Weekend
2023-06-03,Morning Run,1,Weekend
2023-06-03,Meditation,0,Weekend
2023-06-04,Deep Work,1,Weekend
2023-06-04,Morning Run,0,Weekend
2023-06-04,Meditation,0,Weekend
2023-06-05,Deep Work,0,Weekday
2023-06-05,Morning Run,1,Weekday
2023-06-05,Meditation,1,Weekday
2023-06-06,Deep Work,1,Weekday
2023-06-06,Morning Run,1,Weekday
2023-06-06,Meditation,1,Weekday
2023-06-07,Deep Work,1,Weekday
2023-06-07,Morning Run,1,Weekday
2023-06-07,Meditation,1,Weekday
2023-06-08,Deep Work,0,Weekday
2023-06-08,Morning Run,1,Weekday
2023-06-08,Meditation,1,Weekday
2023-06-09,Deep Work,1,Weekday
2023-06-09,Morning Run,1,Weekday
2023-06-09,Meditation,0,Weekday
2023-06-10,Deep Work,1,Weekend
2023-06-10,Morning Run,0,Weekend
2023-06-10,Meditation,1,Weekend
2023-06-11,Deep Work,1,Weekend
2023-06-11,Morning Run,0,Weekend
2023-06-11,Meditation,0,Weekend
2023-06-12,Deep Work,1,Weekday
2023-06-12,Morning Run,1,Weekday
2023-06-12,Meditation,0,Weekday
2023-06-13,Deep Work,1,Weekday
2023-06-13,Morning Run,1,Weekday
2023-06-13,Meditation,1,Weekday
2023-06-14,Deep Work,1,Weekday
2023-06-14,Morning Run,1,Weekday
2023-06-14,Meditation,0,Weekday
2023-06-15,Deep Work,0,Weekday
2023-06-15,Morning Run,1,Weekday
2023-06-15,Meditation,1,Weekday
2023-06-16,Deep Work,1,Weekday
2023-06-16,Morning Run,1,Weekday
2023-06-16,Meditation,0,Weekday
2023-06-17,Deep Work,1,Weekend
2023-06-17,Morning Run,0,Weekend
2023-06-17,Meditation,0,Weekend
2023-06-18,Deep Work,0,Weekend
2023-06-18,Morning Run,1,Weekend
